Pays;Arrivées;Nuitées;Année.mois;Région
Canada;5;18;01.01.2021;Nyon-St-Cergue et env.
Chili;3;7;01.01.2021;Nyon-St-Cergue et env.
Chine (sans Hongkong);123;209;01.01.2021;Nyon-St-Cergue et env.
Croatie;1;11;01.01.2021;Nyon-St-Cergue et env.
Danemark;1;1;01.01.2021;Nyon-St-Cergue et env.
Egypte;0;13;01.01.2021;Nyon-St-Cergue et env.
Emirats Arabes Unis;;;01.01.2021;Nyon-St-Cergue et env.
Espagne;13;22;01.01.2021;Nyon-St-Cergue et env.
Estonie;;;01.01.2021;Nyon-St-Cergue et env.
Etats-Unis d'Amérique;24;108;01.01.2021;Nyon-St-Cergue et env.
Finlande;20;25;01.01.2021;Nyon-St-Cergue et env.
France;146;276;01.01.2021;Nyon-St-Cergue et env.
Grèce;2;4;01.01.2021;Nyon-St-Cergue et env.
Hongkong;;;01.01.2021;Nyon-St-Cergue et env.
Hongrie;5;6;01.01.2021;Nyon-St-Cergue et env.
Inde;;;01.01.2021;Nyon-St-Cergue et env.
Irlande (Eire);6;54;01.01.2021;Nyon-St-Cergue et env.
Islande;;;01.01.2021;Nyon-St-Cergue et env.
Israël;2;3;01.01.2021;Nyon-St-Cergue et env.
Italie;79;243;01.01.2021;Nyon-St-Cergue et env.
Japon;2;8;01.01.2021;Nyon-St-Cergue et env.
Koweït;;;01.01.2021;Nyon-St-Cergue et env.
Lettonie;;;01.01.2021;Nyon-St-Cergue et env.
Liechtenstein;1;1;01.01.2021;Nyon-St-Cergue et env.
Lituanie;;;01.01.2021;Nyon-St-Cergue et env.
Luxembourg;0;1;01.01.2021;Nyon-St-Cergue et env.
Malaisie;2;2;01.01.2021;Nyon-St-Cergue et env.
Malte;;;01.01.2021;Nyon-St-Cergue et env.
Mexique;;;01.01.2021;Nyon-St-Cergue et env.
Norvège;0;1;01.01.2021;Nyon-St-Cergue et env.
Nouvelle-Zélande, Océanie;2;2;01.01.2021;Nyon-St-Cergue et env.
Pays-Bas;8;26;01.01.2021;Nyon-St-Cergue et env.
Pologne;5;17;01.01.2021;Nyon-St-Cergue et env.
Portugal;9;9;01.01.2021;Nyon-St-Cergue et env.
République de Corée;;;01.01.2021;Nyon-St-Cergue et env.
République tchèque;12;27;01.01.2021;Nyon-St-Cergue et env.
Roumanie;1;2;01.01.2021;Nyon-St-Cergue et env.
Royaume-Uni;42;139;01.01.2021;Nyon-St-Cergue et env.
Russie;10;29;01.01.2021;Nyon-St-Cergue et env.
Serbie;1;1;01.01.2021;Nyon-St-Cergue et env.
Singapour;;;01.01.2021;Nyon-St-Cergue et env.
Slovaquie;3;17;01.01.2021;Nyon-St-Cergue et env.
Slovénie;1;2;01.01.2021;Nyon-St-Cergue et env.
Suède;2;2;01.01.2021;Nyon-St-Cergue et env.
Suisse;763;2887;01.01.2021;Nyon-St-Cergue et env.
Turquie;2;2;01.01.2021;Nyon-St-Cergue et env.
Ukraine;13;14;01.01.2021;Nyon-St-Cergue et env.
Allemagne;6;25;01.01.2021;Payerne et env.
Autres Europe;1;31;01.01.2021;Payerne et env.
Bulgarie;;;01.01.2021;Payerne et env.
Canada;;;01.01.2021;Payerne et env.
Chine (sans Hongkong);1;1;01.01.2021;Payerne et env.
Espagne;;;01.01.2021;Payerne et env.
France;14;34;01.01.2021;Payerne et env.
Hongrie;;;01.01.2021;Payerne et env.
Italie;5;34;01.01.2021;Payerne et env.
Pays-Bas;;;01.01.2021;Payerne et env.
Pologne;3;3;01.01.2021;Payerne et env.
Portugal;3;8;01.01.2021;Payerne et env.
Royaume-Uni;;;01.01.2021;Payerne et env.
Suisse;58;126;01.01.2021;Payerne et env.
Allemagne;28;32;01.01.2021;Vallée de Joux
Australie;;;01.01.2021;Vallée de Joux
Autriche;;;01.01.2021;Vallée de Joux
Belgique;1;1;01.01.2021;Vallée de Joux
Danemark;;;01.01.2021;Vallée de Joux
Etats-Unis d'Amérique;;;01.01.2021;Vallée de Joux
Finlande;6;11;01.01.2021;Vallée de Joux
France;46;69;01.01.2021;Vallée de Joux
Italie;4;4;01.01.2021;Vallée de Joux
Liechtenstein;;;01.01.2021;Vallée de Joux
Pays-Bas;2;3;01.01.2021;Vallée de Joux
Royaume-Uni;;;01.01.2021;Vallée de Joux
Suède;3;8;01.01.2021;Vallée de Joux
Suisse;339;568;01.01.2021;Vallée de Joux
Afrique du Sud;5;8;01.01.2021;Villars-Diablerets-Gryon-Bex
Allemagne;13;34;01.01.2021;Villars-Diablerets-Gryon-Bex
Arabie Saoudite;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Argentine;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Australie;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Afrique;4;6;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Amérique centrale, Caraïbes;3;5;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Amérique du Sud;1;1;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Asie de l'Est;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Asie de l'Ouest;4;6;01.01.2021;Villars-Diablerets-Gryon-Bex
Autres Europe;14;31;01.01.2021;Villars-Diablerets-Gryon-Bex
Autriche;1;2;01.01.2021;Villars-Diablerets-Gryon-Bex
Belgique;62;153;01.01.2021;Villars-Diablerets-Gryon-Bex
Biélorussie;1;3;01.01.2021;Villars-Diablerets-Gryon-Bex
Brésil;4;24;01.01.2021;Villars-Diablerets-Gryon-Bex
Bulgarie;5;9;01.01.2021;Villars-Diablerets-Gryon-Bex
Canada;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Chili;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Chine (sans Hongkong);4;14;01.01.2021;Villars-Diablerets-Gryon-Bex
Chine (Taiwan);;;01.01.2021;Villars-Diablerets-Gryon-Bex
Chypre;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Croatie;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Danemark;2;4;01.01.2021;Villars-Diablerets-Gryon-Bex
Egypte;1;5;01.01.2021;Villars-Diablerets-Gryon-Bex
Emirats Arabes Unis;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Espagne;26;48;01.01.2021;Villars-Diablerets-Gryon-Bex
Estonie;2;2;01.01.2021;Villars-Diablerets-Gryon-Bex
Etats-Unis d'Amérique;17;40;01.01.2021;Villars-Diablerets-Gryon-Bex
Finlande;;;01.01.2021;Villars-Diablerets-Gryon-Bex
France;916;1824;01.01.2021;Villars-Diablerets-Gryon-Bex
Grèce;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Hongkong;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Inde;8;16;01.01.2021;Villars-Diablerets-Gryon-Bex
Irlande (Eire);;;01.01.2021;Villars-Diablerets-Gryon-Bex
Islande;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Israël;2;2;01.01.2021;Villars-Diablerets-Gryon-Bex
Italie;36;136;01.01.2021;Villars-Diablerets-Gryon-Bex
Japon;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Koweït;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Liechtenstein;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Luxembourg;6;10;01.01.2021;Villars-Diablerets-Gryon-Bex
Mexique;6;16;01.01.2021;Villars-Diablerets-Gryon-Bex
Norvège;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Nouvelle-Zélande, Océanie;2;2;01.01.2021;Villars-Diablerets-Gryon-Bex
Pays-Bas;9;19;01.01.2021;Villars-Diablerets-Gryon-Bex
Pologne;2;14;01.01.2021;Villars-Diablerets-Gryon-Bex
Portugal;9;33;01.01.2021;Villars-Diablerets-Gryon-Bex
Qatar;;;01.01.2021;Villars-Diablerets-Gryon-Bex
République de Corée;;;01.01.2021;Villars-Diablerets-Gryon-Bex
République tchèque;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Roumanie;2;4;01.01.2021;Villars-Diablerets-Gryon-Bex
Royaume-Uni;32;61;01.01.2021;Villars-Diablerets-Gryon-Bex
Russie;21;47;01.01.2021;Villars-Diablerets-Gryon-Bex
Singapour;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Slovaquie;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Slovénie;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Suède;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Suisse;8398;15024;01.01.2021;Villars-Diablerets-Gryon-Bex
Thaïlande;;;01.01.2021;Villars-Diablerets-Gryon-Bex
Turquie;1;6;01.01.2021;Villars-Diablerets-Gryon-Bex
Ukraine;2;26;01.01.2021;Villars-Diablerets-Gryon-Bex
Allemagne;44;98;01.01.2021;Yverdon-les-Bains Région
Argentine;;;01.01.2021;Yverdon-les-Bains Région
Autres Afrique;;;01.01.2021;Yverdon-les-Bains Région
Autres Afrique du Nord;;;01.01.2021;Yverdon-les-Bains Région
Autres Amérique centrale, Caraïbes;;;01.01.2021;Yverdon-les-Bains Région
Autres Europe;5;6;01.01.2021;Yverdon-les-Bains Région
Autriche;;;01.01.2021;Yverdon-les-Bains Région
Belgique;17;45;01.01.2021;Yverdon-les-Bains Région
Brésil;;;01.01.2021;Yverdon-les-Bains Région
Canada;;;01.01.2021;Yverdon-les-Bains Région
Chine (sans Hongkong);;;01.01.2021;Yverdon-les-Bains Région
Chine (Taiwan);;;01.01.2021;Yverdon-les-Bains Région
Croatie;;;01.01.2021;Yverdon-les-Bains Région
Danemark;;;01.01.2021;Yverdon-les-Bains Région
Espagne;1;2;01.01.2021;Yverdon-les-Bains Région
Etats-Unis d'Amérique;3;6;01.01.2021;Yverdon-les-Bains Région
Finlande;;;01.01.2021;Yverdon-les-Bains Région
France;185;294;01.01.2021;Yverdon-les-Bains Région
Grèce;;;01.01.2021;Yverdon-les-Bains Région
Hongkong;;;01.01.2021;Yverdon-les-Bains Région
Hongrie;;;01.01.2021;Yverdon-les-Bains Région
Inde;;;01.01.2021;Yverdon-les-Bains Région
Irlande (Eire);;;01.01.2021;Yverdon-les-Bains Région
Islande;;;01.01.2021;Yverdon-les-Bains Région
Italie;29;65;01.01.2021;Yverdon-les-Bains Région
Liechtenstein;;;01.01.2021;Yverdon-les-Bains Région
Lituanie;;;01.01.2021;Yverdon-les-Bains Région
Luxembourg;;;01.01.2021;Yverdon-les-Bains Région
Norvège;;;01.01.2021;Yverdon-les-Bains Région
Pays-Bas;8;16;01.01.2021;Yverdon-les-Bains Région
Philippines;;;01.01.2021;Yverdon-les-Bains Région
Pologne;;;01.01.2021;Yverdon-les-Bains Région
Portugal;7;9;01.01.2021;Yverdon-les-Bains Région
République de Corée;;;01.01.2021;Yverdon-les-Bains Région
République tchèque;;;01.01.2021;Yverdon-les-Bains Région
Roumanie;;;01.01.2021;Yverdon-les-Bains Région
Royaume-Uni;2;2;01.01.2021;Yverdon-les-Bains Région
Russie;;;01.01.2021;Yverdon-les-Bains Région
Slovaquie;;;01.01.2021;Yverdon-les-Bains Région
Slovénie;;;01.01.2021;Yverdon-les-Bains Région
Suède;10;61;01.01.2021;Yverdon-les-Bains Région
Suisse;1688;3154;01.01.2021;Yverdon-les-Bains Région
Thaïlande;;;01.01.2021;Yverdon-les-Bains Région
Ukraine;;;01.01.2021;Yverdon-les-Bains Région
Afrique du Sud;61;261;01.02.2021;Suisse total
Allemagne;29580;89079;01.02.2021;Suisse total
Arabie Saoudite;72;264;01.02.2021;Suisse total
Argentine;82;223;01.02.2021;Suisse total
Australie;211;537;01.02.2021;Suisse total
Autres Afrique;417;2238;01.02.2021;Suisse total
Autres Afrique du Nord;219;1279;01.02.2021;Suisse total
Autres Amérique centrale, Caraïbes;261;925;01.02.2021;Suisse total
Autres Amérique du Sud;170;435;01.02.2021;Suisse total
Autres Asie de l'Est;333;1109;01.02.2021;Suisse total
Autres Asie de l'Ouest;232;903;01.02.2021;Suisse total
Autres Europe;1174;2739;01.02.2021;Suisse total
Autriche;3106;8721;01.02.2021;Suisse total
Bahreïn;4;28;01.02.2021;Suisse total
Belgique;2142;6456;01.02.2021;Suisse total
Biélorussie;53;161;01.02.2021;Suisse total
Brésil;276;936;01.02.2021;Suisse total
Bulgarie;362;1393;01.02.2021;Suisse total
Canada;424;1193;01.02.2021;Suisse total
Chili;40;202;01.02.2021;Suisse total
Chine (sans Hongkong);361;957;01.02.2021;Suisse total
Chine (Taiwan);22;34;01.02.2021;Suisse total
Chypre;89;448;01.02.2021;Suisse total
Croatie;316;1133;01.02.2021;Suisse total
Danemark;593;1823;01.02.2021;Suisse total
Egypte;90;292;01.02.2021;Suisse total
Emirats Arabes Unis;672;1368;01.02.2021;Suisse total
Espagne;1534;4361;01.02.2021;Suisse total
Estonie;132;474;01.02.2021;Suisse total
Etats-Unis d'Amérique;2475;7369;01.02.2021;Suisse total
Finlande;257;798;01.02.2021;Suisse total
France;25841;66408;01.02.2021;Suisse total
Grèce;554;1575;01.02.2021;Suisse total
Hongkong;86;290;01.02.2021;Suisse total
Hongrie;593;2673;01.02.2021;Suisse total
Inde;216;959;01.02.2021;Suisse total
Indonésie;84;156;01.02.2021;Suisse total
Iran (Perse);18;114;01.02.2021;Suisse total
Irlande (Eire);322;1171;01.02.2021;Suisse total
Islande;54;91;01.02.2021;Suisse total
Israël;102;283;01.02.2021;Suisse total
Italie;10535;26238;01.02.2021;Suisse total
Japon;137;467;01.02.2021;Suisse total
Koweït;15;175;01.02.2021;Suisse total
Lettonie;161;532;01.02.2021;Suisse total
Liechtenstein;943;2120;01.02.2021;Suisse total
Lituanie;147;388;01.02.2021;Suisse total
Luxembourg;4898;19075;01.02.2021;Suisse total
Malaisie;85;184;01.02.2021;Suisse total
Malte;106;255;01.02.2021;Suisse total
Mexique;128;441;01.02.2021;Suisse total
Norvège;218;607;01.02.2021;Suisse total
Nouvelle-Zélande, Océanie;92;435;01.02.2021;Suisse total
Oman;20;157;01.02.2021;Suisse total
Pays-Bas;2698;6901;01.02.2021;Suisse total
Philippines;73;149;01.02.2021;Suisse total
Pologne;6371;29621;01.02.2021;Suisse total
Portugal;1119;3373;01.02.2021;Suisse total
Qatar;293;716;01.02.2021;Suisse total
République de Corée;133;371;01.02.2021;Suisse total
République tchèque;400;1533;01.02.2021;Suisse total
Roumanie;1305;5277;01.02.2021;Suisse total
Royaume-Uni;3057;9966;01.02.2021;Suisse total
Russie;1503;5844;01.02.2021;Suisse total
Serbie;207;599;01.02.2021;Suisse total
Singapour;421;611;01.02.2021;Suisse total
Slovaquie;250;1851;01.02.2021;Suisse total
Slovénie;180;519;01.02.2021;Suisse total
Suède;457;1618;01.02.2021;Suisse total
Suisse;690519;1666665;01.02.2021;Suisse total
Thaïlande;132;315;01.02.2021;Suisse total
Turquie;398;1145;01.02.2021;Suisse total
Ukraine;569;1910;01.02.2021;Suisse total
Afrique du Sud;2;2;01.02.2021;VD total
Allemagne;609;1407;01.02.2021;VD total
Arabie Saoudite;12;68;01.02.2021;VD total
Argentine;;;01.02.2021;VD total
Australie;4;32;01.02.2021;VD total
Autres Afrique;34;341;01.02.2021;VD total
Autres Afrique du Nord;35;558;01.02.2021;VD total
Autres Amérique centrale, Caraïbes;18;40;01.02.2021;VD total
Autres Amérique du Sud;24;90;01.02.2021;VD total
Autres Asie de l'Est;17;29;01.02.2021;VD total
Autres Asie de l'Ouest;16;88;01.02.2021;VD total
Autres Europe;80;192;01.02.2021;VD total
Autriche;101;260;01.02.2021;VD total
Bahreïn;;;01.02.2021;VD total
Belgique;234;601;01.02.2021;VD total
Biélorussie;9;53;01.02.2021;VD total
Brésil;20;122;01.02.2021;VD total
Bulgarie;25;103;01.02.2021;VD total
Canada;35;138;01.02.2021;VD total
Chili;14;84;01.02.2021;VD total
Chine (sans Hongkong);44;136;01.02.2021;VD total
Chine (Taiwan);2;4;01.02.2021;VD total
Chypre;5;5;01.02.2021;VD total
Croatie;12;48;01.02.2021;VD total
Danemark;19;38;01.02.2021;VD total
Egypte;9;50;01.02.2021;VD total
Emirats Arabes Unis;16;26;01.02.2021;VD total
Espagne;149;518;01.02.2021;VD total
Estonie;1;47;01.02.2021;VD total
Etats-Unis d'Amérique;243;839;01.02.2021;VD total
Finlande;10;21;01.02.2021;VD total
France;4554;9240;01.02.2021;VD total
Grèce;47;119;01.02.2021;VD total
Hongkong;1;6;01.02.2021;VD total
Hongrie;12;27;01.02.2021;VD total
Inde;12;29;01.02.2021;VD total
Indonésie;;;01.02.2021;VD total
Iran (Perse);4;60;01.02.2021;VD total
Irlande (Eire);27;156;01.02.2021;VD total
Islande;4;6;01.02.2021;VD total
Israël;1;10;01.02.2021;VD total
Italie;663;1714;01.02.2021;VD total
Japon;16;45;01.02.2021;VD total
Koweït;2;30;01.02.2021;VD total
Lettonie;10;48;01.02.2021;VD total
Liechtenstein;15;30;01.02.2021;VD total
Lituanie;;;01.02.2021;VD total
Luxembourg;147;397;01.02.2021;VD total
Malaisie;5;21;01.02.2021;VD total
Malte;3;5;01.02.2021;VD total
Mexique;14;47;01.02.2021;VD total
Norvège;5;8;01.02.2021;VD total
Nouvelle-Zélande, Océanie;5;12;01.02.2021;VD total
Oman;4;4;01.02.2021;VD total
Pays-Bas;101;248;01.02.2021;VD total
Philippines;1;1;01.02.2021;VD total
Pologne;80;172;01.02.2021;VD total
Portugal;139;460;01.02.2021;VD total
Qatar;;;01.02.2021;VD total
République de Corée;14;42;01.02.2021;VD total
République tchèque;6;37;01.02.2021;VD total
Roumanie;76;204;01.02.2021;VD total
Royaume-Uni;325;946;01.02.2021;VD total
Russie;142;443;01.02.2021;VD total
Serbie;19;41;01.02.2021;VD total
Singapour;8;23;01.02.2021;VD total
Slovaquie;4;23;01.02.2021;VD total
Slovénie;8;27;01.02.2021;VD total
Suède;19;80;01.02.2021;VD total
Suisse;40646;74128;01.02.2021;VD total
Thaïlande;17;34;01.02.2021;VD total
Turquie;15;31;01.02.2021;VD total
Ukraine;29;65;01.02.2021;VD total
Afrique du Sud;;;01.02.2021;Alpes VD
Allemagne;65;137;01.02.2021;Alpes VD
Arabie Saoudite;3;5;01.02.2021;Alpes VD
Argentine;;;01.02.2021;Alpes VD
Australie;;;01.02.2021;Alpes VD
Autres Afrique;6;15;01.02.2021;Alpes VD
Autres Afrique du Nord;6;22;01.02.2021;Alpes VD
Autres Amérique centrale, Caraïbes;2;16;01.02.2021;Alpes VD
Autres Amérique du Sud;2;6;01.02.2021;Alpes VD
Autres Asie de l'Est;3;5;01.02.2021;Alpes VD
Autres Asie de l'Ouest;5;9;01.02.2021;Alpes VD
Autres Europe;3;12;01.02.2021;Alpes VD
Autriche;3;10;01.02.2021;Alpes VD
Belgique;54;259;01.02.2021;Alpes VD
Biélorussie;7;49;01.02.2021;Alpes VD
Brésil;12;26;01.02.2021;Alpes VD
Bulgarie;5;15;01.02.2021;Alpes VD
Canada;3;8;01.02.2021;Alpes VD
Chili;2;14;01.02.2021;Alpes VD
Chine (sans Hongkong);7;22;01.02.2021;Alpes VD
Chine (Taiwan);;;01.02.2021;Alpes VD
Croatie;2;3;01.02.2021;Alpes VD
Danemark;6;22;01.02.2021;Alpes VD
Egypte;2;4;01.02.2021;Alpes VD
Emirats Arabes Unis;4;4;01.02.2021;Alpes VD
Espagne;24;85;01.02.2021;Alpes VD
Estonie;;;01.02.2021;Alpes VD
Etats-Unis d'Amérique;55;194;01.02.2021;Alpes VD
Finlande;2;2;01.02.2021;Alpes VD
France;1140;3149;01.02.2021;Alpes VD
Grèce;3;7;01.02.2021;Alpes VD
Hongkong;;;01.02.2021;Alpes VD
Hongrie;7;12;01.02.2021;Alpes VD
Inde;1;2;01.02.2021;Alpes VD
Indonésie;;;01.02.2021;Alpes VD
Iran (Perse);2;4;01.02.2021;Alpes VD
Irlande (Eire);5;33;01.02.2021;Alpes VD
Islande;;;01.02.2021;Alpes VD
Israël;;;01.02.2021;Alpes VD
Italie;66;187;01.02.2021;Alpes VD
Japon;6;15;01.02.2021;Alpes VD
Koweït;;;01.02.2021;Alpes VD
Liechtenstein;;;01.02.2021;Alpes VD
Lituanie;;;01.02.2021;Alpes VD
Luxembourg;55;204;01.02.2021;Alpes VD
Mexique;9;27;01.02.2021;Alpes VD
Norvège;;;01.02.2021;Alpes VD
Nouvelle-Zélande, Océanie;2;9;01.02.2021;Alpes VD
Pays-Bas;14;47;01.02.2021;Alpes VD
Pologne;13;36;01.02.2021;Alpes VD
Portugal;7;34;01.02.2021;Alpes VD
République de Corée;;;01.02.2021;Alpes VD
République tchèque;;;01.02.2021;Alpes VD
Roumanie;3;9;01.02.2021;Alpes VD
Royaume-Uni;112;418;01.02.2021;Alpes VD
Russie;33;107;01.02.2021;Alpes VD
Serbie;;;01.02.2021;Alpes VD
Singapour;1;1;01.02.2021;Alpes VD
Slovaquie;;;01.02.2021;Alpes VD
Slovénie;2;12;01.02.2021;Alpes VD
Suède;6;21;01.02.2021;Alpes VD
Suisse;16643;33081;01.02.2021;Alpes VD
Thaïlande;4;11;01.02.2021;Alpes VD
Turquie;5;16;01.02.2021;Alpes VD
Ukraine;2;12;01.02.2021;Alpes VD
Afrique du Sud;;;01.02.2021;Aigle-Leysin-Les Mosses
Allemagne;4;9;01.02.2021;Aigle-Leysin-Les Mosses
Arabie Saoudite;;;01.02.2021;Aigle-Leysin-Les Mosses
Autres Afrique;;;01.02.2021;Aigle-Leysin-Les Mosses
Autres Afrique du Nord;2;16;01.02.2021;Aigle-Leysin-Les Mosses
Autres Amérique centrale, Caraïbes;;;01.02.2021;Aigle-Leysin-Les Mosses
Autres Amérique du Sud;2;6;01.02.2021;Aigle-Leysin-Les Mosses
Autres Asie de l'Est;2;4;01.02.2021;Aigle-Leysin-Les Mosses
Autres Asie de l'Ouest;;;01.02.2021;Aigle-Leysin-Les Mosses
Autres Europe;;;01.02.2021;Aigle-Leysin-Les Mosses
Autriche;;;01.02.2021;Aigle-Leysin-Les Mosses
Belgique;12;46;01.02.2021;Aigle-Leysin-Les Mosses
Biélorussie;7;49;01.02.2021;Aigle-Leysin-Les Mosses
Brésil;;;01.02.2021;Aigle-Leysin-Les Mosses
Chine (sans Hongkong);2;2;01.02.2021;Aigle-Leysin-Les Mosses
Chine (Taiwan);;;01.02.2021;Aigle-Leysin-Les Mosses
Croatie;1;1;01.02.2021;Aigle-Leysin-Les Mosses
Danemark;3;10;01.02.2021;Aigle-Leysin-Les Mosses
Emirats Arabes Unis;;;01.02.2021;Aigle-Leysin-Les Mosses
Espagne;5;10;01.02.2021;Aigle-Leysin-Les Mosses
Etats-Unis d'Amérique;11;28;01.02.2021;Aigle-Leysin-Les Mosses
France;267;608;01.02.2021;Aigle-Leysin-Les Mosses
Hongkong;;;01.02.2021;Aigle-Leysin-Les Mosses
Hongrie;6;10;01.02.2021;Aigle-Leysin-Les Mosses
Indonésie;;;01.02.2021;Aigle-Leysin-Les Mosses
Irlande (Eire);;;01.02.2021;Aigle-Leysin-Les Mosses
Italie;21;27;01.02.2021;Aigle-Leysin-Les Mosses
Japon;;;01.02.2021;Aigle-Leysin-Les Mosses
Liechtenstein;;;01.02.2021;Aigle-Leysin-Les Mosses
Luxembourg;7;8;01.02.2021;Aigle-Leysin-Les Mosses
Mexique;5;23;01.02.2021;Aigle-Leysin-Les Mosses
Pays-Bas;3;19;01.02.2021;Aigle-Leysin-Les Mosses
Pologne;4;6;01.02.2021;Aigle-Leysin-Les Mosses
Portugal;1;4;01.02.2021;Aigle-Leysin-Les Mosses
République tchèque;;;01.02.2021;Aigle-Leysin-Les Mosses
Roumanie;2;2;01.02.2021;Aigle-Leysin-Les Mosses
Royaume-Uni;21;89;01.02.2021;Aigle-Leysin-Les Mosses
Russie;2;2;01.02.2021;Aigle-Leysin-Les Mosses
Slovaquie;;;01.02.2021;Aigle-Leysin-Les Mosses
Suisse;4416;9858;01.02.2021;Aigle-Leysin-Les Mosses
Thaïlande;3;10;01.02.2021;Aigle-Leysin-Les Mosses
Ukraine;2;12;01.02.2021;Aigle-Leysin-Les Mosses
Allemagne;;;01.02.2021;Avenches et env.
Autriche;;;01.02.2021;Avenches et env.
Belgique;;;01.02.2021;Avenches et env.
Bulgarie;;;01.02.2021;Avenches et env.
France;;;01.02.2021;Avenches et env.
Italie;;;01.02.2021;Avenches et env.
Pays-Bas;;;01.02.2021;Avenches et env.
Pologne;;;01.02.2021;Avenches et env.
Roumanie;;;01.02.2021;Avenches et env.
Suisse;;;01.02.2021;Avenches et env.
Allemagne;13;24;01.02.2021;Château-d'Oex-Rougemont-Rossini
Argentine;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Afrique;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Amérique centrale, Caraïbes;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Amérique du Sud;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Est;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Asie de l'Ouest;1;1;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autres Europe;3;12;01.02.2021;Château-d'Oex-Rougemont-Rossini
Autriche;2;8;01.02.2021;Château-d'Oex-Rougemont-Rossini
Belgique;5;14;01.02.2021;Château-d'Oex-Rougemont-Rossini
Brésil;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Canada;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Chine (sans Hongkong);;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Egypte;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Emirats Arabes Unis;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Espagne;6;14;01.02.2021;Château-d'Oex-Rougemont-Rossini
Etats-Unis d'Amérique;6;6;01.02.2021;Château-d'Oex-Rougemont-Rossini
Finlande;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
France;56;152;01.02.2021;Château-d'Oex-Rougemont-Rossini
Inde;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Israël;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Italie;13;59;01.02.2021;Château-d'Oex-Rougemont-Rossini
Japon;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Koweït;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Luxembourg;6;29;01.02.2021;Château-d'Oex-Rougemont-Rossini
Mexique;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Pays-Bas;3;3;01.02.2021;Château-d'Oex-Rougemont-Rossini
Pologne;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Portugal;2;4;01.02.2021;Château-d'Oex-Rougemont-Rossini
République de Corée;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Roumanie;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Royaume-Uni;11;38;01.02.2021;Château-d'Oex-Rougemont-Rossini
Russie;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Singapour;;;01.02.2021;Château-d'Oex-Rougemont-Rossini
Suisse;2029;3534;01.02.2021;Château-d'Oex-Rougemont-Rossini
Thaïlande;1;1;01.02.2021;Château-d'Oex-Rougemont-Rossini
